Investigation,Event_Date,Severity,Aircraft_damage,Aircraft_Category,Make,Model,Engines,Engine_Type,Purpose,Fatal,Serious,Minor,Uninjured,Weather,Event_Year
Accident,2009-07-11,Non-Fatal,Substantial,Airplane,Aero commander,680-F,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-11,Non-Fatal,Substantial,Airplane,Noorduyn,UC-64A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-11,Fatal,Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,Unknown,2009
Accident,2009-07-11,Non-Fatal,Unknown,Airplane,Embraer-empresa brasileira de,ERJ 170-20,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,83.0,IMC,2009
Accident,2009-07-11,Non-Fatal,Minor,Airplane,Cessna,U206G,1.0,Reciprocating,Skydiving,0.0,0.0,1.0,1.0,Unknown,2009
Accident,2009-07-12,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2009
Accident,2009-07-12,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-12,Non-Fatal,Substantial,Airplane,Remos aircraft gmbh,REMOS G-3/,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-12,Non-Fatal,Substantial,Airplane,Mid-south custom craft inc,SH-2R,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-13,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2009
Accident,2009-07-13,Non-Fatal,Substantial,Airplane,Flight design,CTSW,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-13,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-13,Non-Fatal,Substantial,Airplane,Boeing,737,2.0,Unknown,Unknown,0.0,0.0,0.0,131.0,Unknown,2009
Incident,2009-07-13,Non-Fatal,Unknown,Airplane,Gulfstream,GIV,2.0,Unknown,Unknown,0.0,0.0,0.0,3.0,Unknown,2009
Accident,2009-07-13,Non-Fatal,Substantial,Airplane,Beech,G18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Taylorcraft,BC-D,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Cessna,T337,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Smith,PA18 replica,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-14,Fatal,Destroyed,Airplane,Zenair ltd,STOL CH 701,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-14,Fatal,Substantial,Airplane,Maule,M-5-235C,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,Unknown,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2009
Accident,2009-07-14,Non-Fatal,Substantial,Airplane,Diamond aircraft ind gmbh,DA 40,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-15,Fatal,Substantial,Airplane,Raytheon aircraft company,G36,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-15,Fatal,Substantial,Airplane,Antares,MA-33,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-15,Non-Fatal,Destroyed,Airplane,Piper,PA-28,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-15,Non-Fatal,Substantial,Airplane,Evektor-aerotechnik as,SPORTSTAR,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-15,Non-Fatal,Substantial,Airplane,Cox john wiley,KITFOX III,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-15,Non-Fatal,Substantial,Airplane,Beech,S35,1.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,2009
Incident,2009-07-15,Non-Fatal,Minor,Airplane,Boeing,737-3B7,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,Unknown,2009
Accident,2009-07-16,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,2009
Accident,2009-07-16,Non-Fatal,Substantial,Airplane,Cessna,180A,1.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,4.0,VMC,2009
Accident,2009-07-16,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,2009
Accident,2009-07-16,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-17,Fatal,Destroyed,Airplane,Cessna,R182,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,2009
Accident,2009-07-17,Non-Fatal,Substantial,Airplane,Cessna,C-182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Leider,T-18,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Marvin faulk,TINKER BELL,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Beech,35-B33,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-18,Fatal,Substantial,Airplane,Weiss,Lancair,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Foglio,TIGER CUB,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-18,Fatal,Destroyed,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,Unknown,2009
Accident,2009-07-18,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-19,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-19,Fatal,Substantial,Airplane,James o'bert,Vari-Eze,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-19,Non-Fatal,Substantial,Airplane,Dressen donald l,BACK COUNT,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-19,Fatal,Destroyed,Airplane,Beech,TC-45J,2.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,Unknown,2009
Incident,2009-07-19,Non-Fatal,Unknown,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-19,Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-19,Non-Fatal,Substantial,Airplane,Brown thomas e,THORP T-18,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2009
Accident,2009-07-20,Non-Fatal,Substantial,Airplane,Wsk-pzl meilec,PZL M18B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Incident,2009-07-20,Non-Fatal,Minor,Airplane,Boeing,767,2.0,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-20,Fatal,Substantial,Airplane,Piper,PA-46-31P,1.0,Unknown,Unknown,2.0,0.0,2.0,0.0,Unknown,2009
Accident,2009-07-21,Non-Fatal,Substantial,Airplane,Weatherly aviation co inc,620B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-21,Non-Fatal,Substantial,Airplane,Piper,PA-46-350P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-21,Non-Fatal,Substantial,Airplane,Piper,PA-22-160,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-21,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-22,Fatal,Destroyed,Airplane,Mooney,M20C,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-22,Non-Fatal,Substantial,Airplane,Forster,SA-300,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-22,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER DHC-2,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,2009
Accident,2009-07-22,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-22,Non-Fatal,Substantial,Airplane,Tolbert robert r,RANS S-6,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Raytheon aircraft company,C90A,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,3.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Maule,M7,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Piper,PA32R,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Substantial,Airplane,Corvus,Carone MK 1,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-23,Non-Fatal,Unknown,Airplane,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,American,AA-5,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,Rans,S-12 XL AIRAILE,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,Xtremeair gmbh,XP-30/2002339,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,Beech,H-18,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2009
Accident,2009-07-24,Non-Fatal,Substantial,Airplane,Crisman,Flightstar IISC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,American legend aircraft co,AL3,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,Pilgrim samuel w jr,RV-6,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-25,Fatal,Substantial,Airplane,Beech,V35,1.0,Reciprocating,Personal,1.0,0.0,4.0,0.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,Brown michael,KITFOX IV,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,Dart,GW,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2009
Accident,2009-07-25,Fatal,Substantial,Airplane,Luscombe,8C,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,Taylorcraft,BF12,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,Maule,M-4-220C,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-25,Non-Fatal,Substantial,Airplane,S.c. aerostar s.a.,YAK-52W,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-26,Non-Fatal,Substantial,Airplane,White,New Standard,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,2009
Accident,2009-07-26,Non-Fatal,Substantial,Airplane,Fisher,RV-7A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-27,Non-Fatal,Unknown,Airplane,Embraer,EMB170,2.0,Turbo Fan,Unknown,0.0,1.0,1.0,85.0,VMC,2009
Accident,2009-07-27,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-27,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,2009
Accident,2009-07-28,Non-Fatal,Substantial,Airplane,Grumman,G164,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-28,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-28,Non-Fatal,Substantial,Airplane,Mooney,M20S,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-28,Non-Fatal,Substantial,Airplane,North american,AT-6G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-29,Non-Fatal,Substantial,Airplane,Air tractor,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-29,Non-Fatal,Substantial,Airplane,Air tractor,AT502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-07-29,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,2009
Accident,2009-07-29,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2009
Accident,2009-07-29,Non-Fatal,Substantial,Airplane,Quicksilver,Sport 2S,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-30,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-30,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-30,Non-Fatal,Substantial,Airplane,Beech,76,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Boring robert burton,RV6A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Air tractor,AT502,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-31,Fatal,Destroyed,Airplane,Cirrus,SR-22,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2009
Incident,2009-07-31,Non-Fatal,Minor,Airplane,Raytheon aircraft company,BE-400A,2.0,Turbo Fan,Personal,0.0,0.0,0.0,8.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Destroyed,Airplane,Piper,PA28-151,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-65,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Cessna,182J,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Rans employee flying club,RANS S-6S,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Cessna,337F,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-07-31,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2009
Incident,2009-07-31,Non-Fatal,Unknown,Airplane,Saab,340B,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,33.0,VMC,2009
Accident,2009-08-01,Non-Fatal,Substantial,Airplane,Cessna,182K,1.0,Reciprocating,Public Aircraft - State,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-01,Fatal,Destroyed,Airplane,Gray,RV-6,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-01,Fatal,Substantial,Airplane,Beech,B90,2.0,Turbo Prop,Skydiving,1.0,0.0,0.0,6.0,VMC,2009
Accident,2009-08-01,Non-Fatal,Substantial,Airplane,Piper,PA22,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-01,Non-Fatal,Substantial,Airplane,Boeing,A75N1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-01,Non-Fatal,Substantial,Airplane,Stirling,STARDUSTER,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-01,Fatal,Destroyed,Airplane,Cessna,U206,1.0,Unknown,Unknown,1.0,2.0,1.0,0.0,VMC,2009
Accident,2009-08-02,Non-Fatal,Substantial,Airplane,Davenport,DAVE-EZ,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-02,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2009
Accident,2009-08-02,Non-Fatal,Substantial,Airplane,Gallagher,JUNIOR ACE,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-02,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-08-02,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,2009
Incident,2009-08-02,Non-Fatal,Unknown,Airplane,Boeing,757,2.0,Unknown,Unknown,0.0,0.0,0.0,0.0,Unknown,2009
Accident,2009-08-03,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-03,Non-Fatal,Substantial,Airplane,Piontkowski,CHALLENGER,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-03,Non-Fatal,Substantial,Airplane,Stinson,108-2,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2009
Accident,2009-08-03,Non-Fatal,Substantial,Airplane,Grumman american,AA-1B,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-03,Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,2009
Incident,2009-08-03,Non-Fatal,Unknown,Airplane,Boeing,767-224,2.0,Turbo Jet,Unknown,0.0,33.0,0.0,146.0,VMC,2009
Accident,2009-08-04,Fatal,Substantial,Airplane,Boeing,E75,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-04,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-08-04,Non-Fatal,Substantial,Airplane,Rans,S12,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2009
Accident,2009-08-04,Non-Fatal,Minor,Airplane,Bombardier inc,CL-600-2B19,2.0,Turbo Fan,Unknown,0.0,1.0,1.0,25.0,IMC,2009
Accident,2009-08-04,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-08-04,Non-Fatal,Substantial,Airplane,Air tractor,AT401,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-08-05,Fatal,Substantial,Airplane,Cessna,182S,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,2009
Accident,2009-08-05,Non-Fatal,Substantial,Airplane,Unknown,kit,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-05,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,2009
Incident,2009-08-05,Non-Fatal,Minor,Airplane,Airbus,A320,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,Unknown,2009
Accident,2009-08-06,Non-Fatal,Unknown,Airplane,Boeing of canada/dehav div,DHC-8-311,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,32.0,VMC,2009
Accident,2009-08-06,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-06,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-06,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,2009
Accident,2009-08-06,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-07,Fatal,Destroyed,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-07,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-07,Non-Fatal,Substantial,Airplane,Lobb kenneth,CH 701,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-07,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,2009
Accident,2009-08-07,Fatal,Destroyed,Airplane,Hooper james a,BUSHBY MUS,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-07,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2009
Accident,2009-08-07,Fatal,Substantial,Airplane,Navion,NAVION A,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,2009
Accident,2009-08-08,Fatal,Substantial,Airplane,Kociemba robert h,T-Bird II,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-08,Fatal,Substantial,Airplane,Stump bradley,Kolb,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-08,Non-Fatal,Substantial,Airplane,Fairchild,PT-19A,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-08,Non-Fatal,Substantial,Airplane,Tidd wesley,Mini-Max,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-08,Non-Fatal,Unknown,Airplane,Mooney,M20F,1.0,Unknown,Personal,0.0,0.0,0.0,1.0,Unknown,2009
Accident,2009-08-09,Fatal,Substantial,Airplane,Maxair,Drifter,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Substantial,Airplane,Laurienzo gabriel a,VARIEZE,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Substantial,Airplane,Beech,A36TC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Minor,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,2009
Accident,2009-08-09,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-10,Fatal,Substantial,Airplane,Pongracz john m,NIEUPORT 1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,2009
Accident,2009-08-10,Non-Fatal,Substantial,Airplane,Boeing,A75L300,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,2009
Accident,2009-08-10,Non-Fatal,Substantial,Airplane,Air tractor inc,AT-301,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,2009
Accident,2009-08-10,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2009
Accident,2009-08-10,Non-Fatal,Substantial,Airplane,Boeing,737,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,153.0,Unknown,2009
